Airport ID,Latitude,Longitude
YZX,44.984,-64.917
ZFA,62.208,-133.376
ZFM,67.408,-134.86
N/A,0,0
N/A,0,0
N/A,36.504,2.814
N/A,35.333,4.206
BJA,36.712,5.07
N/A,0,0
ALG,36.691,3.215
DJG,24.293,9.452
N/A,36.546,2.876
N/A,36.109,6.364
N/A,26.71,0.286
VVZ,26.573,8.484
N/A,35.525,2.879
GSF,36.178,5.324
TMR,22.811,5.451
GJL,36.795,5.873
N/A,0,0
N/A,0,0
N/A,33.536,-0.242
N/A,35.752,0.626
AAE,36.822,7.809
CZL,36.277,6.624
N/A,0,0
TEE,35.431,8.121
N/A,0,0
N/A,0,0
HRM,32.93,3.312
N/A,0,0
TID,35.341,1.463
CBH,0,0
N/A,35.735,-0.805
TIN,27.7,-8.167
QAS,36.213,1.332
TAF,35.542,-0.532
TLM,35.017,-1.45
ORN,35.624,-0.621
N/A,35.172,-0.593
MUW,35.208,0.147
N/A,0,0
INF,0,0
BMW,0,0
AZR,27.837,-0.186
BSK,34.793,5.738
ELG,30.571,2.859
GHA,32.384,3.794
HME,31.673,6.14
INZ,27.251,2.512
TGR,33.068,6.089
LOO,33.764,2.927
TMX,29.237,0.276
OGX,31.917,5.413
IAM,28.051,9.643
COO,6.357,2.384
N/A,0,0
N/A,0,0
KDC,0,0
NAE,0,0
N/A,0,0
PKO,9.357,2.609
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
OUG,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
DOR,0,0
FNG,0,0
XGG,0,0
N/A,0,0
XKA,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
TEG,0,0
N/A,0,0
N/A,0,0
OUA,12.353,-1.512
N/A,0,0
BNR,0,0
DGU,0,0
N/A,0,0
XGA,0,0
N/A,0,0
N/A,0,0
XNU,0,0
BOY,11.16,-4.331
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ACC,5.603,-0.168
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
CKY,0,0
N/A,0,0
N/A,0,0
N/A,0,0
TML,9.563,-0.863
N/A,0,0
N/A,10.082,-2.507
N/A,0,0
N/A,0,0
NYI,7.362,-2.329
N/A,0,0
TKD,4.893,-1.775
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ABJ,5.26,-3.926
OGO,0,0
N/A,0,0
BXI,0,0
BYK,7.739,-5.074
BQO,0,0
BDK,0,0
N/A,0,0
DIM,0,0
DJO,6.792,-6.473
N/A,0,0
N/A,0,0
GGN,0,0
GGO,0,0
BBV,0,0
HGO,9.387,-5.556
MJC,7.272,-7.587
KEO,0,0
OFI,0,0
N/A,0,0
SEO,0,0
SPY,4.747,-6.661
ZSS,0,0
TXU,0,0
TOZ,0,0
ASK,6.903,-5.366
ABV,9.007,7.263
AKR,7.247,5.301
BNI,6.317,5.599
N/A,0,0
CBQ,4.976,8.347
ENU,6.474,7.562
QUS,12.172,6.696
IBA,7.362,3.978
ILR,8.44,4.494
JOS,9.64,8.869
KAD,10.696,7.32
KAN,12.047,8.524
MIU,11.855,13.081
MDI,7.704,8.614
LOS,6.577,3.321
MXJ,9.652,6.462
N/A,0,0
PHC,5.015,6.949
SKO,12.916,5.207
YOL,9.26,12.43
ZAR,11.13,7.686
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MFG,13.502,7.127
NIM,13.481,2.184
N/A,0,0
THZ,14.876,5.265
N/A,0,0
AJY,16.965,7.997
N/A,18.969,12.869
N/A,13.373,12.627
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ZND,13.779,8.984
N/A,14.999,8.767
KMS,0,0
MIR,35.758,10.755
TUN,36.851,10.227
N/A,37.245,9.791
N/A,32.306,10.382
GAF,34.422,8.822
GAE,33.877,10.103
N/A,36.721,9.943
DJE,33.875,10.775
N/A,0,0
N/A,0,0
N/A,0,0
EBM,31.704,9.254
SFA,34.718,10.691
TOE,33.94,8.111
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
LRL,9.767,1.091
N/A,0,0
N/A,0,0
LFW,6.166,1.254
N/A,0,0
ANR,51.19,4.463
N/A,50.759,4.768
N/A,51.168,5.471
BRU,50.902,4.499
N/A,51.333,4.5
N/A,49.887,5.229
CRL,50.459,4.454
N/A,50.576,3.831
N/A,51.09,2.653
N/A,50.244,4.649
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
QKT,50.818,3.208
N/A,0,0
LGG,50.637,5.443
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
OST,51.199,2.862
N/A,0,0
N/A,50.948,5.592
N/A,0,0
N/A,50.788,5.193
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,51.144,3.474
N/A,51.395,4.961
N/A,0,0
N/A,51.266,4.755
N/A,0,0
BBJ,51.193,14.52
AOC,50.982,12.506
N/A,51.832,12.186
N/A,52.197,14.586
N/A,0,0
N/A,0,0
N/A,53.879,14.152
N/A,0,0
N/A,51.308,13.555
N/A,0,0
N/A,51.363,11.941
N/A,0,0
N/A,0,0
N/A,0,0
N/A,51.552,12.053
N/A,0,0
N/A,0,0
N/A,51.294,13.359
N/A,0,0
N/A,53.306,12.753
N/A,52.58,13.916
N/A,52.203,13.159
N/A,0,0
N/A,0,0
N/A,51.856,11.418
N/A,0,0
N/A,0,0
GWW,35.461,-77.965
N/A,54.338,12.71
N/A,0,0
N/A,50.917,11.714
N/A,52.919,12.425
N/A,0,0
N/A,52.074,11.626
N/A,51.328,12.657
N/A,0,0
N/A,0,0
N/A,51.364,14.952
N/A,0,0
N/A,0,0
N/A,53.833,13.669
N/A,0,0
N/A,51.889,14.532
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,51.721,11.962
N/A,51.296,14.129
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
SXF,52.38,13.523
DRS,51.133,13.767
N/A,0,0
ERF,50.98,10.958
FRA,50.026,8.543
FMO,52.134,7.685
HAM,53.63,9.988
THF,52.473,13.404
CGN,50.866,7.143
DUS,51.289,6.767
MUC,48.354,11.786
NUE,49.499,11.078
LEJ,51.424,12.236
SCN,49.214,7.109
STR,48.69,9.222
TXL,52.559,13.287
HAJ,52.461,9.685
BRE,53.047,8.787
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,49.961,8.644
N/A,0,0
N/A,0,0
HHN,49.95,7.264
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MHG,49.473,8.514
N/A,0,0
N/A,0,0
N/A,0,0
N/A,51.035,8.679
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,49.606,8.368
N/A,0,0
N/A,0,0
N/A,0,0
N/A,49.969,8.147
N/A,0,0
N/A,0,0
N/A,50.993,10.473
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,50.708,8.082
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
XFW,53.535,9.835
N/A,0,0
KEL,54.379,10.145
LBC,53.805,10.719
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
AAH,50.823,6.187
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,50.406,6.528
N/A,0,0
N/A,51.099,7.602
ZCA,51.483,7.899
N/A,0,0
N/A,51.53,6.537
N/A,0,0
ESS,51.401,6.936
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MGL,51.23,6.504
N/A,0,0
PAD,51.614,8.616
N/A,0,0
N/A,51.996,6.84
N/A,0,0
DTM,51.518,7.612
N/A,0,0
N/A,0,0
N/A,0,0
AGB,48.425,10.932
N/A,48.111,9.763
N/A,0,0
N/A,0,0
N/A,48.396,12.724
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
OBF,48.081,11.283
N/A,0,0
N/A,0,0
N/A,0,0
N/A,48.901,12.518
N/A,0,0
N/A,48.636,13.195
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,47.859,10.014
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
FDH,47.671,9.511
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
SZW,53.427,11.783
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,52.629,11.82
N/A,0,0
N/A,0,0
N/A,48.778,10.264
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,50.263,10.996
BYU,49.984,11.638
N/A,49.794,11.132
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
HOQ,50.289,11.855
N/A,0,0
N/A,0,0
N/A,49.863,11.788
N/A,0,0
N/A,50.018,10.529
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ZNV,50.325,7.531
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ZQF,49.863,6.789
N/A,0,0
ZQC,49.302,8.451
N/A,49.209,7.401
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ZCC,48.791,8.187
N/A,0,0
ZQL,47.973,8.522
N/A,48.02,7.834
N/A,0,0
N/A,48.982,8.333
N/A,48.054,9.373
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,49.118,9.777
N/A,0,0
N/A,0,0
N/A,51.608,13.738
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BWE,52.319,10.556
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KSF,51.408,9.378
N/A,0,0
N/A,52.177,9.946
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BRV,53.503,8.573
N/A,0,0
LEM,53.143,8.623
EME,53.391,7.227
N/A,53.272,7.443
AGE,0,0
N/A,0,0
WVN,53.505,8.053
JUI,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BMK,53.595,6.709
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
NRD,53.707,7.23
N/A,0,0
N/A,0,0
HEI,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,54.772,9.378
N/A,0,0
HGL,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,54.221,9.601
N/A,0,0
N/A,0,0
GWT,54.913,8.34
OHR,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,59.259,24.204
N/A,58.991,22.831
N/A,58.23,22.509
N/A,58.419,24.473
TLL,59.413,24.833
N/A,58.307,26.69
N/A,0,0
N/A,0,0
N/A,0,0
ENF,68.362,23.424
N/A,61.116,22.201
N/A,0,0
KEV,61.856,24.786
HEM,60.254,25.043
HEL,60.32,24.956
N/A,0,0
N/A,61.689,23.074
N/A,59.849,23.083
N/A,0,0
N/A,0,0
N/A,60.654,24.881
N/A,0,0
N/A,60.463,23.652
N/A,0,0
N/A,61.249,28.904
N/A,62.166,30.074
IVL,68.607,27.405
N/A,0,0
JOE,62.659,29.624
N/A,0,0
N/A,0,0
JYV,62.399,25.678
KAU,63.127,23.051
KEM,65.782,24.599
N/A,0,0
N/A,0,0
KAJ,64.285,27.692
N/A,62.463,22.393
KOK,63.721,23.143
N/A,66.713,27.157
N/A,0,0
KAO,65.987,29.239
KTT,67.701,24.847
KUO,63.007,27.798
N/A,0,0
N/A,0,0
N/A,61.144,25.693
LPP,61.044,28.144
MHQ,60.122,19.898
N/A,62.947,23.519
MIK,61.686,27.202
N/A,60.334,24.296
N/A,0,0
OUL,64.93,25.354
N/A,0,0
N/A,61.246,22.193
N/A,0,0
POR,61.462,21.8
N/A,65.402,26.947
N/A,63.732,25.926
N/A,0,0
N/A,64.688,24.696
N/A,62.065,28.356
RVN,66.565,25.83
N/A,0,0
N/A,60.745,24.108
SVL,61.943,28.945
N/A,61.062,26.799
SOT,67.395,26.619
N/A,0,0
N/A,0,0
TMP,61.414,23.604
N/A,61.773,24.027
TKU,60.514,22.263
QVY,60.896,26.938
VAA,63.051,21.761
N/A,0,0
VRK,62.171,27.869
N/A,0,0
N/A,0,0
N/A,64.06,24.716
BFS,54.657,-6.216
ENK,54.399,-7.652
BHD,54.618,-5.873
N/A,0,0
LDY,55.043,-7.161
N/A,0,0
BHX,52.454,-1.748
N/A,0,0
CVT,52.37,-1.48
N/A,52.608,-1.032
GLO,51.894,-2.167
N/A,0,0
N/A,0,0
N/A,52.92,-1.079
N/A,52.517,-2.26
N/A,51.668,-2.057
N/A,0,0
N/A,52.041,-1.096
N/A,0,0
N/A,0,0
N/A,0,0
MAN,53.354,-2.275
N/A,53.338,-2.149
N/A,0,0
N/A,53.56,-0.858
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,51.087,-4.15
N/A,0,0
NQY,50.441,-4.995
N/A,0,0
N/A,0,0
LYE,51.505,-1.993
N/A,51.152,-1.747
N/A,0,0
N/A,0,0
N/A,50.086,-5.256
N/A,0,0
N/A,0,0
N/A,51.405,-3.436
YEO,51.009,-2.639
N/A,0,0
N/A,51.833,-4.961
CWL,51.397,-3.343
SWS,51.605,-4.068
BRS,51.383,-2.719
N/A,0,0
LHR,0,0
LPL,53.334,-2.85
LTN,51.874,-0.368
N/A,0,0
N/A,0,0
PLH,50.423,-4.106
ISC,0,0
N/A,0,0
BOH,50.78,-1.843
SOU,50.95,-1.357
N/A,0,0
PZE,0,0
QLA,51.185,-1.032
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ACI,0,0
GCI,49.435,-2.602
JER,49.208,-2.195
N/A,0,0
ESH,50.836,-0.297
BQH,51.331,0.033
N/A,0,0
N/A,0,0
LGW,51.148,-0.19
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
LCY,51.505,0.054
N/A,0,0
FAB,51.276,-0.776
N/A,0,0
N/A,51.676,-1.081
BBS,51.324,-0.848
LHR,51.477,-0.461
N/A,0,0
N/A,0,0
N/A,0,0
SEN,51.571,0.696
LYX,50.956,0.939
MSE,51.342,1.346
N/A,0,0
N/A,53.719,-0.566
CAX,54.938,-2.809
N/A,0,0
N/A,0,0
N/A,0,0
BLK,53.772,-3.029
N/A,0,0
HUY,53.574,-0.351
BWF,54.13,-3.256
LBA,53.866,-1.661
N/A,53.745,-2.883
CEG,53.178,-2.978
IOM,54.083,-4.624
NCL,55.038,-1.692
MME,54.509,-1.429
N/A,0,0
EMA,52.831,-1.328
N/A,0,0
N/A,0,0
N/A,52.812,-4.123
N/A,52.871,-2.533
N/A,0,0
N/A,0,0
N/A,0,0
N/A,53.258,-4.373
N/A,52.798,-2.668
N/A,53.248,-4.535
N/A,53.581,-3.055
N/A,54.851,-4.948
KOI,58.958,-2.905
LSI,59.879,-1.296
WIC,58.459,-3.093
ABZ,57.204,-2.2
INV,57.54,-4.05
GLA,55.872,-4.433
N/A,0,0
EDI,55.95,-3.373
ILY,55.682,-6.257
N/A,0,0
PIK,55.508,-4.587
BEB,57.481,-7.363
SDZ,60.432,-1.298
DND,56.453,-3.026
SYY,58.214,-6.329
BRR,0,0
N/A,0,0
N/A,0,0
TRE,56.499,-6.869
UNT,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ADX,56.373,-2.868
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
LMO,57.705,-3.339
N/A,0,0
N/A,0,0
N/A,0,0
N/A,51.383,-0.783
N/A,0,0
N/A,0,0
N/A,0,0
CBG,52.205,0.175
N/A,0,0
N/A,0,0
N/A,52.468,-0.251
N/A,0,0
NWI,52.676,1.283
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
STN,51.885,0.235
N/A,0,0
N/A,0,0
N/A,0,0
N/A,51.722,0.154
N/A,53.394,-1.388
N/A,0,0
N/A,0,0
N/A,52.072,-0.617
N/A,51.117,-0.534
EXT,50.734,-3.414
N/A,0,0
FZO,51.519,-2.591
HTF,51.767,0.25
N/A,0,0
OXF,51.837,-1.32
N/A,0,0
N/A,0,0
N/A,51.616,-1.096
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,52.409,0.561
N/A,0,0
MHZ,52.361,0.488
N/A,0,0
N/A,0,0
N/A,52.127,0.956
N/A,52.357,-0.108
FFD,51.682,-1.79
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BZZ,51.75,-1.584
ODH,51.234,-0.943
N/A,0,0
N/A,0,0
N/A,52.64,-2.306
N/A,0,0
N/A,0,0
N/A,0,0
NHT,51.553,-0.418
N/A,0,0
N/A,0,0
QCY,53.093,-0.166
N/A,54.137,-1.42
N/A,54.292,-1.535
N/A,0,0
N/A,53.834,-1.195
BEQ,52.343,0.773
N/A,0,0
N/A,52.736,-0.649
N/A,0,0
N/A,0,0
N/A,53.307,-0.551
N/A,0,0
N/A,52.613,-0.476
N/A,54.049,-1.252
N/A,0,0
WTN,53.166,-0.524
N/A,54.206,-1.382
N/A,0,0
CLF,52.755,1.357
N/A,53.031,-0.481
N/A,52.962,-0.561
N/A,0,0
N/A,0,0
KNF,52.648,0.55
MPN,-51.823,-58.447
N/A,0,0
N/A,0,0
AMS,52.309,4.764
N/A,51.255,5.601
MST,50.911,5.77
N/A,0,0
N/A,52.061,5.873
N/A,0,0
N/A,53.119,6.13
EIN,51.45,5.374
GRQ,53.119,6.579
N/A,51.568,4.933
N/A,0,0
N/A,0,0
DHR,52.923,4.781
N/A,0,0
N/A,52.46,5.527
LWR,53.229,5.761
N/A,0,0
N/A,0,0
N/A,0,0
RTM,51.957,4.442
UTC,52.127,5.276
N/A,0,0
N/A,0,0
N/A,0,0
ENS,52.27,6.874
N/A,0,0
LID,52.17,4.426
WOE,51.449,4.342
N/A,0,0
YPB,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ORK,51.843,-8.492
GWY,53.301,-8.939
N/A,0,0
N/A,0,0
N/A,55.044,-8.341
DUB,53.421,-6.27
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
IOR,0,0
INQ,0,0
N/A,0,0
NOC,53.91,-8.818
KIR,52.181,-9.524
N/A,0,0
N/A,53.303,-6.443
IIA,0,0
SNN,52.702,-8.925
